Nome_Produto,Categoria_Produto,Total_Produtos_Vendidos,Total_Categoria_Vendida,Lucro_Total,Status_Alerta
"Camisa de time 765",Esportes,1358,144928,-525911.66,"Alerta: Preço Base Muito Maior"
"Camisa de time 385",Esportes,1358,144928,-243280.1,"Alerta: Preço Base Muito Maior"
"Mesa 772",Móveis,1356,142063,-310251.26,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 292",Esportes,1355,144928,37252.39,"Alerta: Preço Base Muito Maior"
"Calça 400",Roupas,1355,158263,-222376.95,"Alerta: Preço Base Muito Maior"
"Serra 315",Ferramentas,1353,133253,-509043.36,"Alerta: Preço Base Muito Maior"
"Alicate 722",Ferramentas,1353,133253,-358107.77,"Alerta: Preço Base Muito Maior"
"Furadeira 525",Ferramentas,1352,133253,-270978.47,"Alerta: Preço Base Muito Maior"
"Ficção Científica 721",Livros,1352,190052,115371.42,"Alerta: Preço Base Muito Maior"
"Camiseta 175",Roupas,1351,158263,28168.61,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 194",Esportes,1351,144928,-183936.79,"Alerta: Preço Base Muito Maior"
"Romance 139",Livros,1349,190052,-264395.39,"Alerta: Preço Base Muito Maior"
"Bicicleta 777",Brinquedos,1347,157064,19518.87,"Alerta: Preço Base Muito Maior"
"Fone de ouvido 484",Eletrônicos,1347,134599,-438398.34,"Alerta: Preço Base Muito Maior"
"Cama 111",Móveis,1346,142063,-368237.26,"Alerta: Preço Base Muito Maior"
"Sapato 481",Roupas,1346,158263,20022.63,"Alerta: Preço Base Muito Maior"
"Camisa de time 798",Esportes,1345,144928,-241810.04,"Alerta: Preço Base Muito Maior"
"Câmera 140",Eletrônicos,1345,134599,-150048.95,"Alerta: Preço Base Muito Maior"
"Smartphone 705",Eletrônicos,1344,134599,55472.09,"Alerta: Preço Base Muito Maior"
"Condicionador 788",Beleza,1343,148734,43505.32,"Alerta: Preço Base Muito Maior"
"Chave de fenda 658",Ferramentas,1343,133253,-257629.87,"Alerta: Preço Base Muito Maior"
"Maquiagem 584",Beleza,1340,148734,-212136.83,"Alerta: Preço Base Muito Maior"
"Furadeira 734",Ferramentas,1340,133253,-308303.1,"Alerta: Preço Base Muito Maior"
"Cortina 307","Casa e Jardim",1340,149160,-311044.59,"Alerta: Preço Base Muito Maior"
"Bicicleta 283",Brinquedos,1339,157064,-213744.98,"Alerta: Preço Base Muito Maior"
"Camisa de time 902",Esportes,1339,144928,-166050.47,"Alerta: Preço Base Muito Maior"
"Arroz 218",Alimentos,1335,135868,-95832.88,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 258",Esportes,1333,144928,-124450.58,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 409",Brinquedos,1333,157064,-371687.68,"Alerta: Preço Base Muito Maior"
"Calça 461",Roupas,1331,158263,-274233.41,"Alerta: Preço Base Muito Maior"
"Boneca 945",Brinquedos,1329,157064,-522115.18,"Alerta: Preço Base Muito Maior"
"Macarrão 470",Alimentos,1329,135868,-92718.97,"Alerta: Preço Base Muito Maior"
"Sapato 304",Roupas,1329,158263,-53464.31,"Alerta: Preço Base Muito Maior"
"Frango 986",Alimentos,1329,135868,-179638.95,"Alerta: Preço Base Muito Maior"
"Feijão 172",Alimentos,1328,135868,-383844.96,"Alerta: Preço Base Muito Maior"
"Cama 486",Móveis,1328,142063,-61005.62,"Alerta: Preço Base Muito Maior"
"Maquiagem 441",Beleza,1326,148734,-116032.35,"Alerta: Preço Base Muito Maior"
"Romance 623",Livros,1326,190052,-523605.51,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 465",Móveis,1325,142063,-39923.79,"Alerta: Preço Base Muito Maior"
"Bicicleta 655",Brinquedos,1323,157064,-92373.61,"Alerta: Preço Base Muito Maior"
"Biografia 945",Livros,1322,190052,-361063.96,"Alerta: Preço Base Muito Maior"
"TV 154",Eletrônicos,1321,134599,-321350.96,"Alerta: Preço Base Muito Maior"
"Ficção Científica 747",Livros,1320,190052,104019.06,"Alerta: Preço Base Muito Maior"
"Creme hidratante 728",Beleza,1320,148734,-412929.63,"Alerta: Preço Base Muito Maior"
"Ficção Científica 624",Livros,1320,190052,-140597.97,"Alerta: Preço Base Muito Maior"
"Cadeira 921",Móveis,1320,142063,-180394.77,"Alerta: Preço Base Muito Maior"
"Sofá 895",Móveis,1318,142063,118509.64,"Alerta: Preço Base Muito Maior"
"Lâmpada 739","Casa e Jardim",1318,149160,112675.51,"Alerta: Preço Base Muito Maior"
"Fone de ouvido 885",Eletrônicos,1318,134599,-367017.45,"Alerta: Preço Base Muito Maior"
"Vestido 410",Roupas,1317,158263,-385117.16,"Alerta: Preço Base Muito Maior"
"Feijão 704",Alimentos,1316,135868,69095.4,"Alerta: Preço Base Muito Maior"
"Frango 884",Alimentos,1315,135868,-356429.2,"Alerta: Preço Base Muito Maior"
"Notebook 535",Eletrônicos,1315,134599,-32383.86,"Alerta: Preço Base Muito Maior"
"Carrinho 288",Brinquedos,1315,157064,-492108.82,"Alerta: Preço Base Muito Maior"
"Biografia 838",Livros,1313,190052,-132381.47,"Alerta: Preço Base Muito Maior"
"Vestido 318",Roupas,1313,158263,-346830.11,"Alerta: Preço Base Muito Maior"
"Vestido 268",Roupas,1309,158263,-427634.62,"Alerta: Preço Base Muito Maior"
"Boneca 387",Brinquedos,1308,157064,106014.65,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 450",Esportes,1306,144928,-191188.18,"Alerta: Preço Base Muito Maior"
"Calça 769",Roupas,1306,158263,-132940.98,"Alerta: Preço Base Muito Maior"
"Boneca 130",Brinquedos,1305,157064,-114825.58,"Alerta: Preço Base Muito Maior"
"Perfume 207",Beleza,1303,148734,-421756.15,"Alerta: Preço Base Muito Maior"
"Biografia 300",Livros,1302,190052,92491.08,"Alerta: Preço Base Muito Maior"
"Skate 745",Esportes,1302,144928,-360490.79,"Alerta: Preço Base Muito Maior"
"Calça 483",Roupas,1299,158263,-74938.34,"Alerta: Preço Base Muito Maior"
"Cortina 186","Casa e Jardim",1297,149160,-315165.96,"Alerta: Preço Base Muito Maior"
"Fone de ouvido 803",Eletrônicos,1295,134599,-414557.13,"Alerta: Preço Base Muito Maior"
"Sapato 658",Roupas,1292,158263,-448563.25,"Alerta: Preço Base Muito Maior"
"Camiseta 187",Roupas,1288,158263,-451374.84,"Alerta: Preço Base Muito Maior"
"História 426",Livros,1275,190052,-415802.75,"Alerta: Preço Base Muito Maior"
"Macarrão 438",Alimentos,1274,135868,-389077.42,"Alerta: Preço Base Muito Maior"
"Furadeira 806",Ferramentas,1272,133253,-429610.36,"Alerta: Preço Base Muito Maior"
"Camiseta 841",Roupas,1271,158263,-45999.82,"Alerta: Preço Base Muito Maior"
"Bola de futebol 702",Esportes,1270,144928,-167943.7,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 897",Brinquedos,1267,157064,-475288.63,"Alerta: Preço Base Muito Maior"
"Ficção Científica 167",Livros,1264,190052,-456779.17,"Alerta: Preço Base Muito Maior"
"Romance 700",Livros,1263,190052,116466.7,"Alerta: Preço Base Muito Maior"
"Bola de futebol 611",Esportes,1259,144928,-160611.99,"Alerta: Preço Base Muito Maior"
"Maquiagem 137",Beleza,1256,148734,-298795.5,"Alerta: Preço Base Muito Maior"
"Fone de ouvido 577",Eletrônicos,1256,134599,-312473.89,"Alerta: Preço Base Muito Maior"
"Smartphone 376",Eletrônicos,1245,134599,-77851.87,"Alerta: Preço Base Muito Maior"
"Mesa 802",Móveis,1243,142063,-394206.99,"Alerta: Preço Base Muito Maior"
"História 122",Livros,1243,190052,-381400.89,"Alerta: Preço Base Muito Maior"
"Lâmpada 288","Casa e Jardim",1238,149160,-155676.5,"Alerta: Preço Base Muito Maior"
"Furadeira 835",Ferramentas,1236,133253,-213208.51,"Alerta: Preço Base Muito Maior"
"Calça 863",Roupas,1236,158263,-389719.73,"Alerta: Preço Base Muito Maior"
"Câmera 686",Eletrônicos,1232,134599,-52994.94,"Alerta: Preço Base Muito Maior"
"Skate 564",Esportes,1175,144928,-203422.75,"Alerta: Preço Base Muito Maior"
"Sofá 717",Móveis,1157,142063,52519.77,"Alerta: Preço Base Muito Maior"
